Word,Synonyms
elegance,"elegance,delectable,delectable,detecable,ambulance,ambulance,belgian,belgian,belgian,beligian,beligian,belly dance,bluelable,pregenancy,pregnancy,pregnant,plants"
engagement,"engagement,engagement,retirement,1kg engagement,3 engagement,3kg engagement,arrangement,arrangements,arrangementx,engagement,engagement,gentlemen,retirement,engagement"
"family member","family member"
"ferrero roche","ferrero roche,ferrero rocher,ferrero rocher,ferrero rocher"
ferroosher,"ferroosher,fo mother,fr brother"
"first night","first night,1st night,fish fish,first night,midnight,midnight"
"five layer dream","five layer dream,2 layer cream,5layer dream"
flamingo,"flamingo,al pacino,badminton,badminton,badminton,bedminton,blessings,blue bingo,badminton,badminton"
"flight attend","flight attend"
"flower bouquet","flower bouquet,5 rose bouquet,baloon bouquet,flower bouquet,flower bucket,pop bouquet,flower bookeh,flower bouquet,flower bunch,flowers bokke,flowers bouquet"
"flower eight year old girls","flower eight year old girls"
"flower exotic","flower exotic,flower combo,flower combo,flower top,flower combo"
"flowery birthday girls","flowery birthday girls"
"fondant cheap","fondant cheap,fondant all"
"food basket","food basket,baloon basket,food blogger"
football,"football,beer football,boys football,fo girls,football,football,footballers,fot dog,floral 1,football,footballers"
"free fire","free fire,2 free fire,bread more,byke ride,cheek bite"
"fruit burst almond","fruit burst almond"
"fruit pineapple","fruit pineapple,1 pineapple,1 pineapple,1kg pineapple,1kg pineapple,2 pineapple,2 kh pineapple,2 tier pineapple,2 tier pineapple,2.5 pineapple,2kg pineapple,2kg pineapple,500g pineapple"
"fruit punch","fruit punch,rose bunch"
gentleman,"gentleman,beard man,bento cak,bento men,bento mom,gentleman,policeman,spideeman"
"girl shopping","girl shopping,boy shopping,boys shopping,free shipping"
"girl laptop","girl laptop,books laptop,boy laptop,girl kod,bears laptop,mobile laptop"
"glitters flying when candles blown off","glitters flying when candles blown off"
"gym lover eggless","gym lover eggless"
"happiest birthday sahil","happiest birthday sahil"
"happy 30th birthday ankit","happy 30th birthday ankit"
"happy anniversary","happy anniversary,month anniversary,1 happy anniversary,10 th anniversary,10 th anniversary,10 th anniversary,15 th anniversary,1year anniversary,25 th anniversary,25 th anniversary,2layer anniversary,31 st anniversary,35 th anniversary,45 th anniversary,50 th anniversary,50 th anniversary,50 th anniversary,50nth anniversary,baloon anniversary,bento anniversary,bento anniversary,black anniversary"
"happy birthday bts theme name shahinna","happy birthday bts theme name shahinna"
"happy birthday foil balloon","happy birthday foil balloon"
"happy birthday dad","happy birthday dad,happy birthday zikra"
"happy birthday our superhero soham mamma &amp; pappa","happy birthday our superhero soham mamma &amp; pappa"
"happy mother's","happy mother's"
"happy valentines day","happy valentines day"
"harry potter","harry potter,harry potter,1 harry potter,blue harry potter"
"heart shape chocolates","heart shape chocolates"
"heart shape cake-500 gms","heart shape cake-500 gms"
"heavenly harmony","heavenly harmony"
"hebron james","hebron james,brand names"
"hello kitty","hello kitty"
"hen's prty","hen's prty,cards party"
"honey almond","honey almond"
"ibrahimpatnam, r. r. district, hyderabad – 501 506.","ibrahimpatnam, r. r. district, hyderabad – 501 506."
"icecream theme","icecream theme,11 dreams theme,aerial theme,bicycle theme,icecream cone,chelsea theme"
"iryhday wife","iryhday wife,birhday twins"
"it theame","it theame,7th heaven,attamde,best team,bike themed,bike themed,bts themed,mom themes"
"jack daniel","jack daniel,jack daniel,bats danger,beer jack daniel,jack daniel,jack denil"
"jack daniel bottle","jack daniel bottle,jack daniel’s bottle"
janmashtmi,"janmashtmi,anpashan,janam ashtami,janamashtmi,janamastami,janmashtmi,janmashtami"
"juicy blueberry fruit","juicy blueberry fruit"
"kids twolayer fondant","kids twolayer fondant"
"kit kat herat","kit kat herat"
ladybug,"ladybug,@@odybv,bathtub,cadboury,cat cup"
"lighting macquin car","lighting macquin car"
"lilac dream","lilac dream,, chaco dream,animal cream,less cream"
"littel singam","littel singam,littel singamcake,little singham"
"lotus biscoff","lotus biscoff"
"lotus biscoff flavour","lotus biscoff flavour"
"loves sweet celebration","loves sweet celebration"
"lucky bamboo","lucky bamboo,2layer bamboo"
"mac makeup shopper","mac makeup shopper"
macaroon,"macaroon,1.5 cartoon,fashion,alxa cartoon,aviation,aviation,baallon,barbarein,bathroo,bathroom,bathroom,bathroom,bathroom,bhim cartoon,bts macaroons,caartoon,2 person,aviation,education,fashion,macarones,macaroon,aviation,fashion,macaroons,cartoon 1"
"makeup 2 storey","makeup 2 storey"
"makeup 1","makeup 1,1 makeup,1 makeup,1 makeup,1.5 makeup,cake726,cakecity,makeup kit,cakestyu"
"mango cherries","mango cherries"
"marriage anniversary pineapple","marriage anniversary pineapple"
marshmello,"marshmello,marshmallows"
"mascarpone cream","mascarpone cream"
"may dotar","may dotar,amul batar,bday dad,bday dad,bday dad,bday dad"
"mcd buddy","mcd buddy,1/2 b'day,1ft teddy,32nd bday,3rd bday,40 b'day,42nd bday,4th bday,4th bday,5th baday,5th bday,60 budday,6in teddy,7th bday,bear budd,bear buddy,beer buddy,beer buddy,new daddy"
"mechanical tools","mechanical tools"
"metal lover","metal lover,animal lover,apple lover,apple lover,aunty lover,beard lover,brand lover,brand lover,hukka lover,laptop lover,maths lover,mobile lover,momos lover,music lovers,novel lovers,phone lover,watch lover,beer lovers,chess lover,mobile lovers,music lovers,netflix lovers,plant lover,shoes lover,chikan lover"
"mia kahapla","mia kahapla"
minecraft,"minecraft,. minecraft,aircrafts"
"minion - 1kg","minion - 1kg,minimum 2kg"
"money bag","money bag,1month bday,1month bday,1month boy,6month boy,mother law,mother be,son law,honey bee,mother 1kg,chanel bag"
"mother's day combos","mother's day combos"
"name birthday boy photo","name birthday boy photo"
"naughty couple","naughty couple,naughty couple,army couple,naughty couple"
"nawaz zoya wedding","nawaz zoya wedding"
"near lucknow","near lucknow"
"newly wed","newly wed,new boen,new job,newly married"
"nike basket ball shoes","nike basket ball shoes,basket ball shoes"
"nirvana country","nirvana country"
"number candle","number candle,16 number candle,2 number candle,3 number candles,30 numberscandles,6 yr candle,7th number candle,9 year candle,age candle,anar candle"
"one piece","one piece,bike pics,brownie pieces,lower price,one person,one piece"
"one letter name","one letter name,6 letter name,letter name"
"one year birthday","one year birthday,1 1/2 year birthday,1.5 year birthday,1/2 year birthday,1/2 year birthday,1/2 year birthday,1/2 year birthday,10 year birthday,10 year birthday,10 years birthday,100 years birthday,12 year birthday,12 years birthday,12 years birth day,16years birthday,17 years birthday,18 year birthday,18 year brithday,18 year brithday,18 years birthday,18 years birthday,1year birthay,2 teir birthday,2 years birthday,2 years birthday,23 years birthday,25 years birthday,25th year birthday,27 year birthday,2nd year birthday,3 layer birthday,30 years birthday,30 years birthday,31 years birthday,4 years birthday,40 year birthday,40 years birthday,40 years birthday,45 year birthday,4th year birthday,5 layer birthday,5 years birthday,5 years birthday,50 years birthday,50 years birthday,50 years bithday,5th year birthday,60 year birthday,60 year birthday,60 years birthday,60 years birthday,6th year birthday,7 years birthday,70 years birthday,75 year birthday,75 years birthday,8 years birthday,80 years birthday,90 year burthday,18 years birthday,19 years birthday,6th year birthday,chelsea birthday"
"opera - 1.5","opera - 1.5,beer -1.5"
"orange carrot almond","orange carrot almond"
"pearly imperial","pearly imperial"
"penata lowprice","penata lowprice"
"peppa pig","peppa pig,peppa pog,1 pepa pig,1kg peppa pig,apple pie,apple pie,applepie,peppa pig,chloe pig"
"pic roll inside","pic roll inside"
"picture chocolate fudge","picture chocolate fudge"
"pinata under 1000","pinata under 1000,bts under 1000,bts under 1000"
"pineapple &amp; strawbery","pineapple &amp; strawbery"
pineapple,"pineapple,0ine apple,bindapur,pineapple,pineapple,pineapple,minature"
"pineapple forest","pineapple forest,pineapple 300rs"
"pineapple upside down","pineapple upside down"
pistachio,"pistachio,bella chio,bhutacha,capachino,capachino"
playstation,"playstation,animation,playstation,graduation"
pokémon,"pokémon,1 pokemon,promotion"
"pottery artist","pottery artist"
"purple butterfly birthday","purple butterfly birthday"
"purple orchids","purple orchids,6 purple orchids,blue orchids"
"ram bhagwan","ram bhagwan"
rathnapura,rathnapura
reception,"reception,appreciation,appreciation,bebefinn,bebefinn,bedmintion,benetton,profeccion,profession,decoration,decoration,profession,religion,decoration,celbration,celbration,celebration,celebration,celebration,celebration,celebration"
"red roses boquet","red roses boquet"
"red valvet 500grm","red valvet 500grm"
"red valvet","red valvet,red velevet,red velvet,red velvet,redvelvet,1 red velvet,1 red valvet,1 red velvet,1 red velvet,1kg red velvet,1kg red velvet,2kg red velvet,5 red velvet,bluevelvet,brown velvet,red valvet,red velvet,red valvet,red velvet,car red velvet"
"red velevet pastery","red velevet pastery"
"rose red colour","rose red colour,cheery red colour"
"rosecake apt black pink","rosecake apt black pink"
"roses 10","roses 10,roses bunch,3 tier 10,today 150,brother 1,professor,rs 300,rs 200,rs 300,cheers 18"
"shipping date - 29-05-2021 shipping type - free - u20b90 shipping time - 19:00 - 22:00","shipping date - 29-05-2021 shipping type - free - u20b90 shipping time - 19:00 - 22:00"
"shiv ji daughter","shiv ji daughter"
"simple birthday","simple birthday,1 shape birthday,airplane birthday,artise birthday,bluely birthday,bubbly birthday,kids 1 birthday,cheese birthday,cheese birthday"
"single rose","single rose,bunch rose,bunch rose,buqae rose,single flower"
"small half","small half,6month half,army half,beer half,beer half,1/2 half,3d half,small kid,small box,camera half"
"snickers one","snickers one"
"solar system","solar system"
"special cupcakes","special cupcakes,bro special cupcakes"
"spider man","spider man,spider man,2tier men,3d spiderman,8 spiderman,apider man,bald man,brides made,iron man,de espiderman,bussines man,grocery man,sister law,spiderman,iron man,spiderman,camera man"
"spongy whiteforest","spongy whiteforest"
sports,"sports,1/2 bts,1month,1month,2 months,2 months,2 stories,3 months,3 months,3 months,3months,4 months,4 months,40’s,5 months,5 months,5month,5months,6 months,6 mnths,6 montgs,6 months,6 months,6 months,6 packs,6month,6month,6montha,6months,6months,7 months,8 months,9 momths,9 months,9 months,90’s,9month,9month,9months,assorted,assorted,bebytv,biscotti,biscotti,6 months,6mo ths,6 months,corporates,property,sports it,sportslover,sweets,politics,sports,objects,car sports"
"starbucks coffee","starbucks coffee"
"steam engine","steam engine"
"strawberry under","strawberry under,strawberry under 200,strawberry under 400,strawberry under ₹300"
"strawberry kitkat","strawberry kitkat"
"strawberry chocolate","strawberry chocolate,strawberry chocolate,blueberry chocolate,blueberry chocolate"
"stuart name write","stuart name write,stuart name write keck"
"super hero girls","super hero girls"
superhero,superhero
"sweet heart","sweet heart,3 tier heart,blue heart,break heart,broken heart,photo heart"
"take yathvik","take yathvik"
"talking tom","talking tom,bakingo.com,carrington"
tangyliscious,"tangyliscious,cakelicious,cakelisious,candilicious"
"tarot cards","tarot cards,photo cards,car caies,carrot cake.,carrot dates,cat cames"
"techers day 400","techers day 400,1 teachers day"
technology,"technology,bechalor,psychology,techno lovers,technology guru,cardiology,cardiology"
"teddy day","teddy day,b.day daddy,teddy bear"
"theme based","theme based,themefrozen,beer theme based,theme ????,theme bear,theame book,theme brother,theme goa,chef baker"
"three layer pink","three layer pink"
"tic tac toe","tic tac toe"
"tom abd jerry","tom abd jerry"
truffle,"truffle,truffle,1 truffle,1kg truffle,6 purple,all truffle,articles,banoffee,banoffee,best truffle,bruce lee,buffalo,truffle"
"truffle 250 gm","truffle 250 gm,truffle 500 gm,truffle cake500 gm"
"tuition teacher birthday","tuition teacher birthday"
"tutty fruity dry","tutty fruity dry"
"twenty five","twenty five"
"twisted candles","twisted candles"
"under 100 small","under 100 small"
"uni cornrain bow","uni cornrain bow,unicorn rain bow,unicorn rainbow,unicorn rainbow,unicornrain bow"
"up movie theme","up movie theme,6 month theme"
"vanila sprinkle","vanila sprinkle"
"vanilla 1kg","vanilla 1kg,vanilla base,canela 3kg"
"vanilla almond","vanilla almond"
"vintage delight","vintage delight"
"w baby baby musical diy birthday ke","w baby baby musical diy birthday ke"
"walnut brownie","walnut brownie,almond brownie,bento brownie"
"water park","water park,apple park,baar pakki,father law,camery car"
"watermelon shaped watermelon shaped","watermelon shaped watermelon shaped"
"welcome goodbye","welcome goodbye"
"welcome back","welcome back"
"welcome arrival baby","welcome arrival baby"
"whip cream","whip cream,ship form,without cream,without cream,chin chan,chin chan"
"white chocolate cream","white chocolate cream"
"wine flavaure","wine flavaure,bike flavour"
"wish very happy birthday, may god shower all happiness you????","wish very happy birthday, may god shower all happiness you????"
"wonder woman cak","wonder woman cak"
workout,"workout,50not out,word 1kg,abs workout,workaholic,workoholic,workaholic,workholic,workohkic,workoholic,fordoctor,zirakpur,workaholic"
"world spiderman cupcakes","world spiderman cupcakes"
"year doughter","year doughter,1 year dayghter,13 year daughter,16 year daughter,18 years daughter,3year daughter,papa daughter"
"yellow color","yellow color,yellow flowers"
!(()&amp;&amp;!|*|*|,!(()&amp;&amp;!|*|*|
#set($c=874487413+815910746)${c}$c,#set($c=874487413+815910746)${c}$c
${(900313150+938454584)?c},"${(900313150+938454584)?c},???? cow"
${@print(md5(31337))},"${@print(md5(31337))},${@print(md5(31337))}\,'.print(md5(31337)).'"
${@var_dump(md5(709013483))};,${@var_dump(md5(709013483))};
%2519jav%2509asc%2509ript%253ahttps%2520%253a%252f%252fwww%252estarbucks%252ecom%252f%25250aalert%252528document.domain%252529,%2519jav%2509asc%2509ript%253ahttps%2520%253a%252f%252fwww%252estarbucks%252ecom%252f%25250aalert%252528document.domain%252529
"&amp;echo flwgia$()\ gzsfjy\nz^xyu||a #' &amp;echo flwgia$()\ gzsfjy\nz^xyu||a #|&quot; &amp;echo flwgia$()\ gzsfjy\nz^xyu||a #","&amp;echo flwgia$()\ gzsfjy\nz^xyu||a #' &amp;echo flwgia$()\ gzsfjy\nz^xyu||a #|&quot; &amp;echo flwgia$()\ gzsfjy\nz^xyu||a #"
"&amp;lt;link rel=\&quot;stylesheet\&quot; href=\&quot;http&amp;#58;//ha&amp;#46;ckers&amp;#46;org/xss&amp;#46;css\&quot;&amp;gt;","&amp;lt;link rel=\&quot;stylesheet\&quot; href=\&quot;http&amp;#58;//ha&amp;#46;ckers&amp;#46;org/xss&amp;#46;css\&quot;&amp;gt;"
